user;waktu;ulasan;sentimen
Mas Bur;4 tahun lalu;Bagus akan tetapi terlalu banyak pemalak berkarcis;Positif
Andri Advan;5 tahun lalu;Bagus alami...cm syng bnyk pungli;Positif
Roni Wijaya;4 tahun lalu;"Pos 1 bayar seikhlasnya bilangnya buat buka jalan (koq mirip pungli)
Pos 2 bayar 5ribu per orang (ada tiket)
Pemandangan cukup bagus hanya saja tata kelolanya gak jelas. Ada danau seluas …";Positif
IMRON ROSYADI;4 tahun lalu;masih dalam proses. semoga kalau sudah selesai makin bagus;Positif
Syah Roni;4 tahun lalu;Pengen terkenal kok banyak pungli  begal gak jelas banget,kalo pengen di eksplor tempatnya harus ramah dan jangan melakukan kejahatan.. Pasti destinasinya nanti akam rame, kalo rame kan enak bakal banyal penghasilan dan bertambahnya tenaga kerja jadi tukang parkir dsb;Negatif
Anjani Saraswati;2 tahun lalu;bagus sih cuman sayang airnya skrg warnanya ijo wkwk beda sama foto2 yg digugel msh biru. terus banyak sampah juga... semoga kedepannya bisa lebih memperhatikan kebersihan baik pengelola dan pengunjung;Positif
ig : naungansurya;4 tahun lalu;"Bukit Kapur Jaddih, Wisata di Bangkalan Madura yang Bagus Buat Hunting Foto

Travel Destinations4.9K …";Positif
Kumi Peski;setahun lalu;Spot utk foto lumayan bagus , saran yg ingin kesana yg bagus pagi atau sore krn kl siang cuaca panas;Positif
Reni Yuniayati Sandra Boiyani;setahun lalu;"Lebih baiknya Pergi waktu sore hari /pagi hari ,karena Siang panas bangat Dan berdebu juga ,
Tapi lumayan pemandangannya ,mantap";Netral
hetty2 pratiwi;4 tahun lalu;Mudah ditemukan, pake Google map pasti ketemu tempatnya. Krn kesana sore jd ndak terlalu panas apalagi saat musim kemarau, jd kering ndak ada danaunya. Lumayan bagus tempatnya, apalagi yg suka ndaki. Batu kapurnya lumayan eksotis, apalagi pas matahari mau terbenam, siluet cukup menawan. Hanya sayangnya, jalan kelokasi blm bagus.;Positif
M Umar;2 tahun lalu;"Sebenar nya bagus dibuat wisata keluarga atau wisatawan luar kota,, cuman sedikit kurang sentuhan, tata kelola dan pengelolaan,, jd terkesan tidak terurus..
Kayak wisata bukit jeddih perlu studi banding ke stigi yg berada di kawasan …";Positif
Aaron Valentinus;3 tahun lalu;Jalan menuju bukit lumayan tidak rata, dan agak sempit, saat musim panas tidak terlalu rekomend karena panas dan debu tapi di dalem goa lumayan dingin, harga tiket masuk danau goa'pote Rp5.000 perorang, pemandangan nya juga unik instagramable, tapi saat saya datang danaunya sedang agak kering. Mantap bagus;Positif
Lutfi EstilLo;2 tahun lalu;Tempat buat rekreasi kluarga yg menawarkan pemandangan dri atas bukit, tapi tiap pindah tepat bayar karena beda wilayah .. …;Positif
unromanticromeo;4 tahun lalu;Lokasi lumanyan jauh dan masuk jalan desan yang kecil tp bisa dilalui 2 mobil. Udara sangat panas dan berdebu karena memang daerah perbukitan dan merupakan penambangan batu kapur yang masih aktif. Saran saya jangan datang / pulang terlalu …;Netral
Madichur Rochman;3 tahun lalu;Wew... Baru masuk jalan kampun Pungli, masuk pos pertama mau nanya tempat parkir ditarik Pungli lagi, masuk portal Pungli lagi. Belom lagi klo pas naek ketempat yg lebih tinggi ketemu pria berkuncir minta duit lagi. …;Negatif
hary setyawan;4 tahun lalu;Ini sebenarnya tempat penambangan gunung kapur yg masih aktif. Sama warga du bentuk sedemikian rupa menjadi sebuah obyek wisata. Tiket masuk sangat mahal untuk sebuah tempat seperti ini. Tiket Motor 10rb Mobil 20rb Bus kecil 80rb. Belum …;Negatif
priyadiVlog doors;4 bulan lalu;suka sesuatu yang beda? langsung merapat kesini kereeen.;Netral
Willdan Pramanda Wahyudi AdiSlamet;5 tahun lalu;Nice Place , sayang banyak pungli;Negatif
yossinda dp;5 tahun lalu;datang pagi atau sore biar tidak panas;Netral
Mazaya Azkya Faradis;4 tahun lalu;Wisata bukit Jaddhih adalah tempat wisata yang unik dan tidak biasa. Dikatakan tidak biasa karena memang bukan merupakan pegunungan pada umumnya. Kita bisa menikmati pemandangan yang luar biasa dati atas gunung gamping yang semakin terlihat …;Netral
E Loeminto;5 tahun lalu;Tidak ada pemandangan hijau selain kapur putih. Terlalu panas dan terik matahari menyengat. Mungkin sorean lebih nyaman. Tidak ada biaya yang di charge untuk masuk ke sini. Saran ku mending kamu ke Bukit Arosbaya;Netral
Jairus Robert;4 tahun lalu;Tempat wisata yang cantik berupa danau dan gua batu kapur buatan manusia sisa dari proyek penambangan batu kapur. Perjalanan menuju lokasi cukup ekstrim sehingga butuh skil berkendara yang cukup baik. Tempatnya bagus untuk foto-foto. Harga tiket masuk 20ribu permobil dan 5ribu perorang.;Positif
Micky Saputra;2 tahun lalu;Banyak tarikan soob alias pungli... Siapin duit yg banyak. di jalan masuk desa ada tarikan. di pos jalan masuk tambang ada tarikan lagi, di pos masuk ke aprkiran ada tarikan lagi....  tempat udah tidak seindah dan sebersih di foto-foto …;Positif
IRUFANO;5 tahun lalu;Tempatnya sangat recomended untuk pesona keindahan tebing kapur dan waduk biru toska;Positif
RiznurS;5 tahun lalu;Tempatnya bagus tapi masih perlu perapihan;Positif
Helen Samantha;4 tahun lalu;Lumayan lah buat swa foto..tp siapa yg kelola tmpt ini? Kok bnyk pungutan liar? Msk pertama mnt uang, msk kdua mnt uang lg enggak ada karcis nya..nah parkir mbl pun mnt uang lg muka2 preman ga jls klo ga d ks maksa se olah2 mau telan orng tu tampang2 nya.cb kelola dng yg bnr..sedia kn wc;Netral
Mohamad Rosul;5 tahun lalu;bukit jaddih seperti halnya padang pasir..hahahah;Netral
HAIDAR FADHIL;2 tahun lalu;"Tempat bagus,
Masalahnya ada 3 lapis pungutan karcis.
Yg 1 ada karcis …";Positif
Julie Khriss;2 tahun lalu;KEREN buat foto2;Positif
Suliyah Widia;3 tahun lalu;Karena waktu masuk lokasi bayak preman pertama dah masukin kas desa gk pp kedua pintu masuk di tarik uang 40 rb itu juga gk jelas..di parkiran per orang suruh bayar 5 rb..masuk kawah di tarik uang lg perorang 5 rb..aq sangat gk suka tempat itu sangt kecewa!!!!!!!!;Netral
Mazaya Yumna;4 tahun lalu;Unik dan bagus, serba putih gitu karna perbukitan kapur. Udah mulai di mulai berkembang juga pariwisata nya, ada yang lagi dibangun, ada juga yg udah ada fasilitasnya, ada juga yg lagi ditambang kapurnya. Boleh deh buat liburan, mungkin jalan nya aja yg masih belum bagus dan banyak pungli nyaa hehe?;Positif
Vera Kuslelyana;3 tahun lalu;Kurangnya papan petunjuk membuat pengunjung kesasar.;Netral
Rani Monikasari;4 tahun lalu;Planning aku prtama kli mnginjak kaki di madura pgn banget ke bukit jaddih dan alhamdulillah terealisasi gaes ??kabar baiknya tempatnya kuueren banget ya meskipun masih dalam proses pmbangunan yg lebih baik. Kayknya di atas danau tuh kyak …;Netral
Papa Rasya;5 tahun lalu;Mantap keren sekali view nya dan banyak spot foto Instagramable... Cuman masuk nya bayar lagi kalo yang ada kolam SM goa pote. Di depan pintu masuk bayar 16 ribu kalo ke kolam yg ada d gambar bayar lagi 10 ribu SM parkir 2000. Tapi kalo langsung ke atas bukit gak bayar lagi bisa naik muter lewat jalan yang d laluin truk truk...;Positif
Hus Ni;4 tahun lalu;Bukit Jaddih, bebatuan kapur putih yang tersohor karena keindahannya. Destinasi yang menjadi perbincangan di media sosial ini akhirnya menyedot orang-orang berbondong-bondong mengunjunginya. …;Positif
Dinda Ayu Imaningrum;3 tahun lalu;Untuk foto prewedd mahal, tanpa informasi yg jelas.. dikenakan biaya 200k disaat masih ada aktifitas penambangan... mohon pengelolahan diatur dengan benar agar lebih baik kedepannya;Negatif
Siswanto Jablud;setahun lalu;Sebetulnya potensial menjadi obyek wisata yg megah,  tapi saat ini minim pengelolaan dan jalan menuju ke lokasi sangat sempit dan rusak.;Netral
Aswin Deli;5 tahun lalu;lokasi proyek bukit kapur yang menjadi tempat wisata.;Netral
Khusanah Putri;3 tahun lalu;"tempatnya bagus sih, cuman sayang aja gitu dateng pas musim kemarau jadi bukitnya gak ada air"" bisa dateng pas musim hujan aja biar ada airnya pas bagus. HTMnya udah jadi satu sama parkirnya dan bayar cuman 1x aja 20rbu satu mobil 4 orang. Aman banget dan orangnya ramah"" plus ada bapak tour guide sekaligus kang foto.";Positif
Johanna Lianna;setahun lalu;Ada guide yg bisa bantuin foto & ngarahin gaya. Bayar seikhlasnya. Oke banget sih;Netral
Arzetti Bilbinna N;8 bulan lalu;tempatnya bagus, medannya susah kalau habis hujan (licin);Positif
Budi Artodibyo;3 tahun lalu;"Wisata lokal yang murah meriah.
Tempatnya bagus untuk spot foto / selfi. Sebuah bukit kapur yang telah digali sebagian kapurnya, sisa penggalian itulah yang meninggalkan pemandangan yang unik …";Positif
Yanuar Ferdiansyah;4 tahun lalu;Terlalu banyak tukang palak.. jalan masuk kampung bayar 10rb (bon), masuk area parkir 10rb (bon), habis foto2, mo pergi, masih dipalak lagi 10rb tanpa kuitansi, trus untuk turun ke goa katanya ada loket masuk 5rb/orang, tp ga jadi, coz sudah ilfil duluan, belum klo ke kolam..;Netral
Chris joseph Kavin (Chris JK);4 bulan lalu;Bagus sih top lah;Positif
Junus Widya;4 tahun lalu;"Jalan menuju bukit masih sempit, sangat mepet untuk 2 mobil berpapasan.  Jalan masuk masih berbatu blm aspal.  Di dalam banyak yg minta ""uang parkir"" tdk resmi.";Netral
mardiani puji;2 tahun lalu;Bukit Jaddih merupakan bungker bekas peninggalan Belanda. Bungker ini dahulu dijadikan sebagai tempat penyimpanan senjata. Kemudian, Bukit Jaddih menjadi lokasi penambangan kapur. Karena keindahannya, tempat ini kini difungsikan juga …;Positif
Reza Pahlevi;5 tahun lalu;Bukit jaddih. Kenapa saya beri bintang 3. Ya tempat ini pada saat saya pertama kali berkunjung masih indah untuk kolam kecilnya. Airnya berwarna hijau kebiruan. Namun sekarang saat saya datang untuk ke 2 kalinya sudah banyak …;Positif
Ivan Robin1;5 tahun lalu;Bagus  untuk  off road dan berselfie ria;Positif
MoEn88Trans Madiun;4 tahun lalu;"Wisata yg jauh dari aman & nyaman. Tiket terhitung mahal karna kondisi lokasi bercampur dg proyek tambang aktif dg truk mondar mandir mengangkut batu & sama sekali tak santun petugas jaganya. Berikut minim pengamanan, sarana, prasarana.
Hati - hati jika anda membawa putra putri kecilnya wisata disitu";Negatif
Agus Supriadi;4 tahun lalu;Tempat wisata yang wauw, indah dan menakjubkan, bukit kapur yang disulap menjadi tempat wisata yang indah, walaupun masih berproses menuju kesempurnaan. Ada kolam renangnya, ada kios-kios yang menyediakan berbagai kuliner khas Madura, ada …;Positif
Anton Budiono;4 tahun lalu;Tempatnya bener bener Keren,  baru dan masih perawan,  Besok besok kesana lagi;Positif
Wildanun Nabil;5 tahun lalu;Lokasinya sih bagus, tapi kekurangannya banyak pungli disepanjang jalan menuju lokasi tempat wisata. Sepengalaman saya waktu kesana ada lebih dari 3 orang yg meminta uang sebagai tiket masuk, dengan membawa tiket buatan mereka sendiri. Semoga kedepan lebih ditertibkan lagi.;Positif
jenny julianti;5 tahun lalu;Tempatnya bgs tp sayang byk pungli yg tdk jls;Negatif
Hasna Maghfira;4 tahun lalu;haduh parah sih ini, masuk udah 20rb, nanti masuk cuma parkir mau foto diminta 15rb lagi, banyak pungutan liar. sarana prasarana kurang memadai, masih banyak pertambangan jadi agak kurang aman, banyak ulasan juga banyak begal …;Netral
DJoko WE;4 tahun lalu;Sebenarnya obyeknya lumayan bagus. Hanya pengelolaanny masih amatir. Tiket masuk tdk jelas.. Waktu sy kesana diminta bayaran di 3 titik yg berbeda.  Saat diminta penjelasan kok bayarnya lebih dari sekali jawabanny tdk memuaskan. Tp kl. …;Positif
NKDA;3 tahun lalu;Obyek Batuan kapur agak mirip GWK bali , jangan datang waktu musim hujan, jalan kesana blom bagus. Waktu terbaik untuk mengambil foto adalah saat siang hari. Foto akan cerah maksimal tanpa perlu diedit. Jangan lupa bawa payung. Biar manjah;Positif
Paskalis Bangkit;3 tahun lalu;Gile belum turun dari mobil aja udah ditarikin duit. Pas ditanya ada tiketnya ga ada,udh gt 3 lapis pula punglinya untuk masuk. Total 4x ditembakin pungli. Not rekomended lah;Negatif
Arif Ardiansyah;5 tahun lalu;Hati-hati kalo kesini utk yg bawa motor dan tidak datang bergerombol. Karena di area/jalan arah bukit jaddih banyak sekali bandit/begal yg mengincar pengguna motor yg jalan sendirian. Pembegal berkelompok lebih 10 orang bawa clurit semua. …;Netral
Dinan Permana Ramadan;5 tahun lalu;Bukit jaddih ini dikelola oleh masyarakat setempat sehingga tiketnya sangat banyak, terdapat beberapa objek wisata dan setiapobjek di kelola oleh orang yang berbeda. Untuk tempatnya cukup bagus dan sangat menarik. Akses untuk menuju tempat …;Positif
ari wasesa;setahun lalu;Lokasi wisata yg tidak terkoordinir oleh pemerintah daerah, hingga untuk masuk ke lokasi banyak sekali pungutan pungutan liar yg akhirnya dapat mengurangi kunjungan wisata;Netral
Arrapradipta;2 tahun lalu;Tempatnya sudah tidak bagus lagi, jalannya menuju ke lokasi rusak parah karena banyak truk pekerja yg bawa kapur, not recommended deh kalau mau wisata kesana, gak sesuai ekspetasi;Positif
Yessy Putri Anissah;5 tahun lalu;"Pemandangannya bagus sampe bengong kok bisa galian tambang kapur seindah ini.
Di sini itu panas banget tapi kadang adem juga, mungkin karena waktu itu kesini cuaca agak mendung. …";Positif
bendox garez;4 tahun lalu;Masih dalam tahap pengerjaan. Panas .;Netral
Randy Wahyu;5 tahun lalu;Bukit Jaddih adalah tempat eksploitasi semacam batuan kapur yang menjadi tempat wisata. Akses tidak terlalu jauh dari Jembatan Suramadu, tempatnya bagus, tiket masuknya murah, dan juga dapat menemukan oleh - oleh khas dari Pulau Madura …;Positif
Febri Indra Arianto;5 tahun lalu;Bukit Jaddiih ini merupakan salah satu tempat wisata yang digemari bukan hanya orang madura saja, namun juga orang-orang dari luar pulau jawa. Disana terdapat pemandangan yang indah yang cocok untuk mengabadikan momen bersama keluarga dan …;Positif
MasKoeh Channel;4 tahun lalu;Wisata batu kapur dari pulau garam Madura. Serasa di planet lain. Asyik untuk melepas penat.;Netral
Raka Yassar;4 tahun lalu;Tarif 20rb/mobil arah menuju goa pote (pungli warga),,  masuk ke danau goa pote parkir 20rb (awalnya minta 30rb malah ??)  .Kalo ke sana jangan siang panas². Masih tahap renov mempercantik pemandangan bukit kapur goa pote …;Positif
Dimas Setiaji;5 tahun lalu;Nice place, ga terlalu jauh dari jembatan suramadu;Netral
S A M S U D I;5 tahun lalu;Dua kali kesana pertama dengan keluarga yg kedua sama teman di kantor;Netral
Thomas Khrisna;4 tahun lalu;Tempat ini lumayan bagus untuk di jadikan sebuah spot Foto - foto atau di gunakan sebagai lokasi pemotretan. namun sayangnya , pengelolaan yang kurang maksimal menjadikan anda harus membayar 2x ketika ingin masuk ke tempat ini, akses yang cukup sulit membuat anda harus lebih hati - hati ketika mengakses tempat ini;Positif
aryanto hunowu;5 tahun lalu;"Bukit jeddih adalah salah satu destinasi wisata yang asalnya adalah ex  tambang gunung kapur.
Ada spot yg bisa di manfaatkan untuk foto pra wedding.
Juga di lokasi tersebut dibangun kolam renang untuk segala umur...";Netral
Basuki Wibowo;5 tahun lalu;Bagus,semoga kedepan lebih bagus lagi,;Positif
Sepatrex House;5 tahun lalu;Bukit jaddih merupakan tempat penambangan batu bata putih. Dulu disini juga menjadi tempat penyimpanan senjata. Bukit ini berada di desa Jaddih, sehingga penamaannyapun diberi nama bukit jaddih. Sekarang tempat ini menjadi salahsayu …;Netral
Siti Mauludiyah;5 tahun lalu;"tempat wisata yang bagus dengan pemandangan tebing kapur. kita bisa mengelilingi tempat wisata dengan menggunakan kendaraan.
sayangnya kita harus membayar setiap memasuki kawasan yang berbeda. …";Positif
ROSE THE ANT TO;4 tahun lalu;Lokasinya bagus, tapi sayang terlalu banyak pungutan.;Positif
Muhammad Iqbal;4 tahun lalu;Tempatnya adalah tambang kapur yg masi aktif. Sangat berbahaya dan minim pengamanan. Terutama banyak warga lokal yg suka meminta pungutan liar di jalan dengan dalih biaya masuk. …;Netral
Muh. Isa Asy'ari;5 tahun lalu;Tempat yang cocok buat touring;Netral
citra nilam;4 tahun lalu;Tempat yang cocok untuk berlibur bagi warga di Jawa Timur, khususnya Surabaya dan sekitarnya yang ingin menjelajah apiknya Pulau Madura. Tidak jauh dari Jembatan Suramadu. …;Netral
Strawberry Lionel;4 tahun lalu;Meskipun cuaca sangat panas, tapi melihat view gunung kapur yg indah buat dijadikan spot foto, rasanya terbayarkan. Sayangnya, pas kesana kmrin danaunya mengering. Jadi gabisa naik perahu. Tapi it's oke still happy?? …;Positif
Putra Sampang;4 tahun lalu;Salah satu tempat wisata baru di kawasan Madura bagian barat. Tempat wisata ini merupakan bekas tambang batu kapur, yang dimanfaatkan menjadi objek wisata yang sangat bagus, kesan alami yang ditimbulkan begitu kuat, mengingat tempat ini …;Positif
Udin Ardianto Arifin;4 tahun lalu;"Tempat yang indah
Banyak penjual salak di area jalan menuju objek wisata";Positif
ongko wijoyo;4 tahun lalu;Tempatnya indah, sayang jalannya masih harus diperbaiki;Positif
Ramadhani Fitria;4 tahun lalu;Bukit kapur yg bagus banget. Apalagi kalo dikelola secara baik. Terletak di kabupaten Bangkalan. Dari jalan raya masuknya sekitar 4 km. Hanya bisa di akses dengan kendaraan pribadi. Pemandangannya bagus karena tempatnya yang tinggi. Ada kolam renang dan tempat bermain. Sebelum masuk ke area banyak terdapat gua-gua alami yang besar.;Positif
Mas Bon;5 tahun lalu;Tempatnya biasa saja,tidak terlalu menarik. Kemarin masuk Goa Pote yang ada di kawasan wisata tersebut per orang bayar Rp. 5000,-,begitu dikasih uang sesuai jumlah orang kok cuma dikasih karcis 1 lembar,begitu ditanyakan katanya sama saja, setelah beberapa lama adu argumen baru deh dikasih karcis sesuai uang yang dibayar.;Netral
Haekal Haydn;5 tahun lalu;Bagus sih..  Tapii...  Untuk masuk ada 2 kali penarikan, 10k untuk parkir lalu ditagih lagi untuk keamaan 10k, lalu untuk masuk ke goa ronte (yang ada danau) juga ditarik lagi tapi saya ga tahu berapa karena sudah tidak mood untuk masuk (setelah bayar 2 kali);Positif
Laila Turokhmah;4 tahun lalu;Lumayan...gk sesuai expetasi..aire kotor.;Negatif
Salim haris;3 tahun lalu;klo skala 1 smp 10 . ya nilai 7 .lumayan cuma perlu perbaikan khususnya jalan menuju ke sana maupun jalan di tempat wisatanya . tidak ada toilet juga merupakan kekurangannya... smg dikedepannya bagus;Positif
muhri mohtar;4 tahun lalu;Tempat yang bagus. Luar biasa bahkan. Sayang tidak dikelola dengan baik. Jalan buruk, banyak pungli, jalur tidak aman hanya sebagian masalah. Selain itu pengelolaan parkir semrawut. Ditambah tidak adanya rambu penunjuk jalan yang baik. Masalah utama spot ini adalah pengelolaan dan keamanan.;Positif
Kadek Mustiada;setahun lalu;Tempat yg eksostis sedang direncanak sebagai tempat wisata, kondisi jalan ke lokasi masih perlu perhatian pemda.;Netral
IGRA Larangan;5 tahun lalu;"Datang dan kunjungi laah bukit jaddih di bangkalan madura.

Menawarkan pemandangan alam yg indah dan romantis, cocok biat wisatawan lokal …";Positif
Sri Setyorini;setahun lalu;Sudah ga seindah dulu. Tapi boleh lah kalau mau sekedar foto dengan latar bukit kapur.;Positif
paul liant;5 tahun lalu;Tempat wisata baru di pulau madura. Menawarkan tebing gunung batu bekas penambangan. Lokasinya 1 jam dari Suramadu. Bisa mampir jika ingin menuju Kota Bangkalan. Tp hati2 jalan cukup sempit dan sepi, apalagi sore atau malam. Siapkan uang receh krn banyak pungli;Negatif
Andi Tajudin;2 tahun lalu;Ngeri banyak pungli.....heran aku apakah stigma negatif ttg area pulau ini bisa hilang?.....terlalu banya orang yg aji mumpung dan tak sungkan2 minta duit...ngga malu pungli....kek mau nolong arahin ujung2nya ya minta duit....padahal kalau dikelola profesional cukup bagus...;Positif
Renanda Rahmawan;4 tahun lalu;tempatnya ok. kesini gowes bareng temen, harga masuk orang dan sepeda klo g salah 5000 rupiah. nothing special.. bekas galian kapur yg di jadikan tempat wisata hehe. jalur menuju sini jg ga terlalu sulit dan ga terlalu jauh dari Suramadu …;Netral
Linda Anggraini;4 tahun lalu;Tempat wisata sederhana dan murah meriah. Terdapat kolam renang untuk anak. Danaunya bagus untuk dijadikan spot foto. Persiapkan payung/topi dan sejenisnya untuk perlindungan dari panas matahari ketika akan berkunjung pada siang hari.;Positif
Ruzdy syarief;4 tahun lalu;Di sarankan untuk datang di pagi atau sore hari. Kalau pass siang hari panasnya kebangetan;Netral
Debie Wijaya;4 tahun lalu;Daerah perbukitan kapur dengan aktivitas penggalian/pomotongan untuk membuat bahan bangunan/batu bata, gamping dan kapur dinding. Kontur bukit bekas aktivitas tsb indah, instagramable. Bila cuaca  panas maka agak berdebu, perlu masker dan sun glasses.;Positif
Luluk Husnul Khotimah;5 tahun lalu;Unt yg suka fto2 tempat ini wajib unt dikunjungi;Netral
Wiwin Wijayanti;4 tahun lalu;Tempat yng indah..tpi sayangny penuh dengan debu;Positif
Ricky Ardianza;5 tahun lalu;"Barusan kesana . Pas baru masuk lewat sawah sawah udah di suruh bayar 5k terus masuk ke bukitnya 5k ntar kalo mau naik bayar lagi 5k .. tp saya ga naik jadi total 10k permotor .. saran saya pake jaket,kacamata,payung,sepatu soalnya tempat tambang psti panas ..
Tapi bagus kok ..";Positif
syiroy uddin;5 tahun lalu;Tempat yang bagus untuk sebuah destinasi wisata baru yang sedang berkembang walaupun akses untuk tempatnya sangat sangat perlu untuk diperbaiki. Dan semoga terus untuk selalu ditambah untuk tempat - tempat fotonya dan fasilitas-fasilitas …;Positif
hadhytana tono;3 tahun lalu;Bukit Jaddhih di Tahun 2020 memprihatinkan, kondisi lingkungan wisatanya masih belum terkondisikan dengan baik, beberapa batu gamping retak-retak sehingga menghawatirkan  wisatawan yang berkunjung, harapan kami semoga ada perhatian.;Netral
arrumanta ekna;2 tahun lalu;bagus, ada beberapa spit foto, namun cuaca biasanya terik dan tempat jauh dari parkiran mobil, butuh banyak jalan;Positif
Herman Susanto;4 tahun lalu;Sya n kluarga liburan kesini..  Indah juga.   Suatu saat saya akan ksini lagi..  Insyallah.. Madura. Is the best;Positif
anggun pribadi;4 tahun lalu;Banyak tarikannya beda beda jd males..;Netral
rusdi zulkarnain;3 tahun lalu;Bukit Jadih adalah lokasi penambangan batu kapur di Desa Jadih Kecamatan Socah Kabupaten Bangkalan Pulau Madura. …;Netral
satya arum attamimi;4 bulan lalu;Cocok buat liburan;Netral
Ihnal ef Muhtar;5 tahun lalu;Kalau mau ke lokasi harus siap menghadapi kepul serpihan dari batu kapurnya. Tidak dianjurkan pakai mobil sedan. Harga tiket 23 September 2018:  1 mobil 20000 rupiah, perorang 5000 rupiah.;Netral
Anne Afiat;4 tahun lalu;Bagus buat foto2 tapi panasnya minta ampyuuun..;Positif
Koco Jatmiko;5 tahun lalu;Bekas tambang batu kapur yg dijadikan obyek wisata eksotik;Netral
muhammad miftahul ulum;4 bulan lalu;Mantan si ininbagus buat foto²;Positif
Nedi Fadly;setahun lalu;Semoga dgn banyaknya yg berkomentar menjadikan wisata madura menjadi lbh baik serta penduduk lokalnya bertambah ramah tamah, *I LIKE MADURA*;Netral
Putut Sugiharto;2 tahun lalu;"Pemandangan exotik
Asri n indah.cuman harus dikelola oleh satu instansi atau swasta yang berpengalaman. Supaya tidak semrawut. Terutama mengenai jalur masuk nya, retribusi nya.";Positif
Wahyu Erland;4 tahun lalu;Tenpat rekreasi yg sungguh serasa berada di negeri antah berantah ... sp amazing bukit kapurnya... juga tempat ug baik utk foto2 jg berenang.. dr jembatan suramadu (yg sekarang gratis) relative dekat banget dengan surabaya. So tunggu apa lagi mas bro ...;Netral
hamid hasim;4 tahun lalu;Berpetualang di alam raya bukanlah perjalanan biasa bagi manusia, bila dianoligikan ke dalam perjalanan hidup seseorang, sebuah petualangan akan memberikan pesan nyata, baik itu tentang perjuangan, pengorbanan atau tentang hakikat manusia …;Netral
Mamalia Lia;setahun lalu;Tempat bagus dan indah, tp hawa nya panas kalau siang hari, kita hrs siap topi dan payung..;Positif
wahyu prasetya;4 tahun lalu;masyallah allahu akbar bagus sekali sedikit panas tidak apa ada tempat penyewaan payung kok, jangan lupa ya pakai baju yg tipis aja karena cuaca d situ lumayan panas;Positif
Nency Pelisay;3 tahun lalu;Pas sampai destinasi yg dituju danau birunya lagi kering jd cuma foto2 di antara batuan kapur deh.. Byk pungli, blm di kelola dgn baik.Sepanjang masuk madura kanan kiri byk bgt makam.hihii plus kurang cocok sm cuaca panasnya madura?? …;Negatif
DIRGA PRAYA;4 tahun lalu;"Sebetulnya ini tempat pertambangan AKTIF. jadi cukup berbahaya bisa runtuh sewaktu"". Belum ada fasilitas dasar untuk tempat wisata seperti toilet, dll. …";Netral
mas Wid;4 tahun lalu;masuk lokasi bayar 3 x ?? …;Netral
Yoga Pramono;4 tahun lalu;"Pemandangan nya bagus sekali.  Namun waspada akan ada permintaan untuk bayar tiket ""sukarela"". Berikan secukupnya saja.  Karena untuk kedua kalinya akan ada tiket resmi. Tidak mahal dan sangat layak untuk pemandangan yang akan didapatkan.";Positif
Ardhy Brahmana;2 tahun lalu;Tgl 29/11/2020 saya kesini, cuma lokasi galian kapur. Masuk pertama bayar seikhlas nya, dikasih 5 ribu cemberut mukanya. Masuk kedua bayar 20 ribu. Di dalam parkir mobil 10 ribu. Gk ada yg jual makanan, kl haus laper kudu siap bawa dr rumah. Gk ada musholah sama toilet pun gk ada.;Netral
yolanda gunawan;3 tahun lalu;bagus buat foto2. kesana waktu weekend, wah rame banget, parkirnya aja juga susah. tapi okelah terbayar sm pemandangannya;Positif
yunaansori;3 tahun lalu;Tempatnya bagus, cocok buat liburan keluarga. Hanya saja disarankan memakai pakaian yang tidak terlalu tebal karena cuaca disana sangat panas. Harga tiket masuk terjangkau dan dikenakan perkepala.;Positif
Muhammad Dhika;4 tahun lalu;"Tempat yang cukup panas kalau berkunjung di siang hari, tetapi banyak juga tersedia kedai jajanan dan minuman. Banyak spot foto yang anti mainstream dan pemandangan yang sangat menarik apabila di sore hari
Sangat menarik bagi orang yang suka foto landscape";Netral
Endroharto yoedono;3 tahun lalu;Saya beri bintang 2 karena sepertinya tempat wisata pemandangan alam gunung Kapur ini tidak lagi ada pengelolaan dari pemerintah daerah setempat, berkesan tak terjaga, terawat dan liar,serta danau yg dl indah utk wisata air, sekarang kering …;Positif
Yuvico Setiawan;5 tahun lalu;Bagus banget kalo dibuat prewed nih ?? …;Positif
Rendra Stanfordi;2 tahun lalu;view cukup bagus namun perlu ditambahkan atap peneduh agar pengunjung tidak kepanasan di siang hari, juga perlu dibangun pagar2 dan tangga demi keselamatan bersama;Positif
sophie aunul;4 tahun lalu;Buat kamu yang suka eksis di medsos tempat ini bisa dijadikan background foto yang keren. Karena ini bukit kapur, sebaiknya kamu pakai sunblock spf tinggi, pakai masker, bawa payung at least pakai topi. anyway.. siap-siap receh karena ada beberapa titik dimana kamu harus bayar 'retribusi' lokal.;Positif
Ken;5 tahun lalu;Hati - hati kalo kesana, banyak begal nya. Kalo bisa kesana rame - rame dan banyak cowoknya. …;Netral
RACHMAD AGUNG PRASTYAWAN;3 tahun lalu;Bukit jaddih ini tidak layak menjadi destinasi wisata jika aksi pungli dari premanisme disekitar masih merajalela dan SANGAT PARAH. bagi yg mau ke wisata jaddih ini mending pikir ulang kalo mau kesana daripada setor uang yg gak ada gunanya.;Negatif
Sendy Setiawan;5 tahun lalu;Biasa aja sih.. panas banget. Gk ada apa2 nya;Netral
Bayu Fomandika;setahun lalu;Sementara masih belum terdapat fasilitas untuk obyek wisata seperti toilet.. Tapi buktinya bagus dan keren;Positif
